단어,품사
기춤,명사
기취,명사
기츰,명사
기층,명사
기층경도,명사
기치,명사
기치기,명사
기친,명사
기침,명사
기침엿,명사
기카리,명사
기타,명사
기타고빈다,명사
기타료금,명사
기타리스트,명사
기타큐슈,명사
기탁,명사
기탄,명사
기태,명사
기태기,명사
기택,명사
기턴,명사
기톡신,명사
기통,명사
기통머리,명사
기통부피,명사
기통수,명사
기통작업부피,명사
기통토시,명사
기투,명사
기트리,명사
기틀,명사
기티,명사
기파,명사
기판,명사
기편,명사
기평,명사
기폐,명사
기포,명사
기포분석,명사
기폭,명사
기폭성폭발약,명사
기폭수단,명사
기폭약봉지,명사
기표,명사
기품,명사
기품지성,명사
기풍,명사
기픠,명사
기피,명사
기필,명사
기핍,명사
기하,명사
기하망,명사
기하수렬,명사
기학,명사
기한,명사
기한용선,명사
기함,명사
기합,명사
기항,명사
기항리,명사
기해,명사
기행,명사
기허,명사
기현,명사
기혈,명사
기혐,명사
기협,명사
기형,명사
기호,명사
기호망면,명사
기호번역프로그람,명사
기호법,명사
기호변환프로그람,명사
기호셈법,명사
기호언어프로그람,명사
기호지세,명사
기호풀이법,명사
기호합성어,명사
기혹,명사
기혼,명사
기화,명사
기화광학,명사
기화리,명사
기화선,명사
기환,명사
기황,명사
기회,명사
기획,명사
기효,명사
기후,명사
기후개량,명사
기후개조,명사
기후견딜성,명사
기후료양소,명사
기후료양지,명사
기후보장기간,명사
기후예측,명사
기후적산온도,명사
기후치료,명사
기후학적전선,명사
기훈,명사
기휘,명사
기휼,명사
기흉,명사
기흘,명사
기흥,명사
긱겁,명사
긴간,명사
긴객,명사
긴거미삼바리,명사
긴걸상,명사
긴경,명사
긴곁소리,명사
긴골,명사
긴관,명사
긴관땅속도랑,명사
긴그물,명사
긴그물배,명사
긴급,명사
긴꼬리금붕어,명사
긴꼬리대구,명사
긴꼬리도마뱀,명사
긴꼬리물벼룩,명사
긴꼬리범나비,명사
긴꼬리숫돌나비,명사
긴꼬리싸그쟁이,명사
긴꼬리양지니,명사
긴꼬리이끼,명사
긴꼬리집쥐,명사
긴꼬리푸른앵무,명사
긴꼬리하루살이,명사
긴꽃뿌리이끼,명사
긴꽃지의,명사
긴나라,명사
긴날,명사
긴날개파리,명사
긴날병,명사
긴낮남새,명사
긴낮식물,명사
긴낮처리,명사
긴노린재,명사
긴뇌,명사
긴다리거미,명사
긴다리도요,명사
긴다리풀새우,명사
긴단지아메바,명사
긴담,명사
긴당이,명사
긴댕이,명사
긴댱,명사
긴람,명사
긴레루,명사
긴련락,명사
긴맥,명사
긴모눕혀쌓기,명사
긴모리장단,명사
긴모세워쌓기,명사
긴모음,명사
긴무,명사
긴물결,명사
긴바람흐름,명사
긴박,명사
긴발가락꼬마수레벌레,명사
긴발거미게,명사
긴방울가문비,명사
긴버들붕어,명사
긴불긴,명사
긴뼈마루불루기,명사
긴뿔쥐수레벌레,명사
긴뿔풀새우,명사
긴사,명사
긴새알당콩,명사
긴섬광,명사
긴섬유종,명사
긴소혀이끼,명사
긴속,명사
긴순,명사
긴써레채찍벌레,명사
긴아마,명사
긴올챙이우릉성이,명사
긴용,명사
긴원토끼수레벌레,명사
긴은점표문나비,명사
긴이삭꼬리이끼,명사
긴이삭이끼,명사
긴잎가락풀,명사
긴잎바다지렁이,명사
긴잎흰이끼,명사
긴자,명사
긴자루지의,명사
긴자음,명사
긴장,명사
긴장넘기기,명사
긴장사격,명사
긴장약,명사
긴쟁반고기,명사
긴주둥이모기,명사
긴주머니벌레,명사
긴찰,명사
긴청,명사
긴촉,명사
긴촉수바다지렁이,명사
긴축,명사
긴탁,명사
긴털,명사
긴털둥근잎이끼,명사
긴털모래이끼,명사
긴털모자이끼,명사
긴털붙은잎이끼,명사
긴털청물벼룩,명사
긴통바다지렁이,명사
긴허리여치,명사
긴헐,명사
긴혀이끼,명사
길가메시,명사
길가방,명사
길가집,명사
길갈,명사
길강,명사
길거,명사
길경,명사
길경이,명사
길고,명사
길괘,명사
길구드,명사
길국,명사
길국화,명사
길굴,명사
길굴오아,명사
길궐,명사
길금,명사
길금당,명사
길금죽,명사
길기,명사
길깔이돌,명사
길끊개,명사
길나들이,명사
길날,명사
길날잡이,명사
길년,명사
길당나귀,명사
길둥근구멍,명사
길둥근형그물치기,명사
길드,명사
길등,명사
길뚝,명사
길랴크,명사
길량식,명사
길렐스,명사
길력,명사
길례,명사
길로틴,명사
길르앗,명사
길리기아,명사
길림,명사
길마,명사
길명,명사
길모,명사
길모어,명사
길목,명사
길목신호기,명사
길몽,명사
길미,명사
길반,명사
길배,명사
길버트,명사
길벌,명사
길보,명사
길보아,명사
길보짐,명사
길복,명사
길브레스,명사
길비,명사
길사,명사
길상,명사
길새,명사
길서,명사
길석,명사
길성,명사
길시,명사
길식량,명사
길신,명사
길쌈,명사
길씨,명사
길안,명사
길어,명사
길어구,명사
길어김,명사
길연,명사
길옥,명사
길운,명사
길월,명사
길이마루,명사
길이재개,명사
길이표,명사
길인,명사
길일,명사
길잡이기구,명사
길잡이대,명사
길잡이대차,명사
길잡이도르래,명사
길잡이등,명사
길잡이바퀴,명사
길잡이별,명사
길잡이소해,명사
길잡이장치,명사
길잡이증력장치,명사
길잡이축,명사
길장,명사
길점,명사
길제,명사
길조,명사
길주,명사
길즉대흉,명사
길지,명사
길징,명사
길짱구,명사
길짱구죽,명사
길짱구택사,명사
길차,명사
길차림,명사
길차비,명사
길참,명사
길책,명사
길체,명사
길츼,명사
길치,명사
길카리,명사
길풍뎅이,명사
길항,명사
길행,명사
길혈,명사
길흉,명사
김군,명사
김나지움,명사
김노디니움,명사
김매기군,명사
김매는기계,명사
김발,명사
김분사식랭동기,명사
김성,명사
김압축식랭동기,명사
김약,명사
김일성경기장,명사
김일성광장,명사
김잡이,명사
김잡이률,명사
김장,명사
김정숙군,명사
김제,명사
김지의,명사
김지이지,명사
김책,명사
김천,명사
김치,명사
김치국,명사
김치국물,명사
김치독,명사
김치돌,명사
김치물,명사
김치보,명사
김치소,명사
김치지지개,명사
김칸,명사
김튀기,명사
김포,명사
김해,명사
김형권군,명사
김형직군,명사
김화,명사
김화털진드기,명사
깁개질,명사
깁스,명사
깁장,명사
깁혜장,명사
깃갈이,명사
깃달선,명사
깃닻벌레,명사
깃대나물,명사
깃듬북,명사
깃떨기,명사
깃모양깊은갈래,명사
깃바다지렁이,명사
깃받이,명사
깃방석,명사
깃벌림선,명사
깃베개,명사
깃살,명사
깃상모,명사
깃심,명사
깃아가미실바다지렁이,명사
깃이음선,명사
깃털베개,명사
깃표,명사
깅엄,명사
깅이,명사
깊은갈이,명사
깊은구멍가공반,명사
깊은깊이굴,명사
깊은바다물결,명사
깊은바다지대,명사
깊은산버섯지의,명사
까갱이,명사
까구리,명사
까그매,명사
까까,명사
까깨미,명사
까깽이,명사
까꺼라기,명사
까께,명사
까꾸,명사
까꾸리,명사
까꾸머리,명사
까꿍이,명사
까뀌,명사
까끄라기,명사
까끄랭이,명사
까끄레기,명사
까끼,명사
까나리,명사
까나오기,명사
까날,명사
까날선,명사
까논,명사
까닭,명사
까대기,명사
까딸로그,명사
까라기,명사
까라꿈사막,명사
까락,명사
까르똔,명사
까리,명사
까마귀,명사
까마귀껍질밤나비,명사
까마귀대가리,명사
까마귀밥,명사
까마귀병,명사
까마귀소리,명사
까마기,명사
까마우,명사
까마치,명사
까막나라,명사
까막더구리,명사
까막발,명사
까막질,명사
까망,명사
까무개,명사
까묵도리,명사
까뮈기,명사
까바리,명사
까박군,명사
까벨,명사
까벨기름,명사
까벨보호물,명사
까벨부설선,명사
까벨선,명사
까벨선로,명사
까벨이음,명사
까벨이음함,명사
까벨종이,명사
까벨회로망,명사
까부단지,명사
까부랑번개,명사
까부치,명사
까비네트,명사
까새,명사
까스라기,명사
까스삐해,명사
까시나,명사
까시락,명사
까시래기,명사
까시랭이,명사
까실치,명사
까야크,명사
까오치,명사
까자,명사
까자구,명사
까자쵸크,명사
까자크,명사
까자흐어,명사
까재미,명사
까지,명사
까지매기,명사
까지매이,명사
까지뱅이,명사
까챙이,명사
까치,명사
까치곱새,명사
까치당콩,명사
까치도미,명사
까치도요,명사
까치랑이,명사
까치래기,명사
까치멀기,명사
까치밤,명사
까치밤나무,명사
까치비오리,명사
까치시영,명사
까쿠리,명사
까크막,명사
까타니,명사
까탄,명사
까탈,명사
까투리,명사
까투리웃음,명사
까팡,명사
까팡이,명사
까푸리,명사
까풀,명사
까풀막,명사
까후까즈산맥,명사
깍금,명사
깍녹,명사
깍다구,명사
깍다귀,명사
깍단,명사
깍대기,명사
깍대이,명사
깍더기,명사
깍두기,명사
깍재,명사
깍쟁이,명사
깍정이,명사
깍젱이,명사
깍지,명사
깍지광,명사
깍지다리,명사
깍지채찍벌레,명사
깎개질,명사
깎음밥,명사
깐나,명사
깐디기,명사
깐비기,명사
깐잣고명,명사
깐줄기,명사
깐챙이,명사
깐치,명사
깐풍기,명사
깔개,명사
깔개깃,명사
깔개나무,명사
깔개방석,명사
깔개종이,명사
깔개책임자,명사
깔개천,명사
깔그물,명사
깔꾸막,명사
깔끄라기,명사
깔끄라미,명사
깔끄랑이,명사
깔끄래기,명사
깔끼,명사
깔다귀,명사
깔따구,명사
깔따기,명사
깔때기,명사
깔때기그물,명사
깔때기모양꽃갓,명사
깔때기배꼽골뱅이,명사
깔뜽,명사
깔래기,명사
깔려죽기,명사
깔목,명사
깔묶기,명사
깔믜크몽골어,명사
깔복개,명사
깔비,명사
깔성,명사
깔이흙,명사
깔자망,명사
깔주낙,명사
깔짚,명사
깔째,명사
깔쩩스,명사
깔챙이,명사
깔치,명사
깔판수송,명사
깔힘,명사
깜냥,명사
깜데기,명사
깜디,명사
깜바구,명사
깜박대,명사
깜배기,명사
깜보기,명사
깜부기,명사
깜북,명사
깜비,명사
깜비기,명사
깜빙이,명사
깜빠니야,명사
깜빠니야병,명사
깜빡막,명사
깜장,명사
깜장콩알,명사
깜정,명사
깜짜기,명사
깜찌기,명사
깜파리,명사
깜팡이,명사
깜팽,명사
깝닥,명사
깝대기,명사
깝댕이,명사
깝디기,명사
깝줄,명사
깝질,명사
깡가리,명사
깡떼,명사
깡아리,명사
깡운,명사
깡줄,명사
깡지리,명사
깡충발,명사
깡치,명사
깡탕,명사
깡탱이,명사
깡텡이,명사
깡통,명사
깡패,명사
깨가리,명사
깨고래기,명사
깨고추장,명사
깨곰,명사
깨구락지,명사
깨구랭이,명사
깨금,명사
깨금우산버섯,명사
깨기,명사
깨기군,명사
깨꺼름,명사
깨꾸지장,명사
깨꾹,명사
깨꾼,명사
깨끼,명사
깨끼리,명사
깨달음,명사
깨도,명사
깨동,명사
깨따래미,명사
깨뚱구리,명사
깨랑창,명사
깨리,명사
깨말,명사
깨목,명사
깨무늬잎말이나비,명사
깨묵,명사
깨묵떡,명사
깨묵먹이,명사
깨묵장,명사
깨물기살,명사
깨미,명사
깨바리,명사
깨배기,명사
깨북데기,명사
깨성,명사
깨앙,명사
깨우기,명사
깨움종이,명사
깨이,명사
깨잎,명사
깨잎된장,명사
깨잎오리방풀,명사
깨잎장아찌,명사
깨잎절임,명사
깨잎튀기,명사
깨작은밤나비,명사
깨진면,명사
깨진알,명사
깨판,명사
깬면,명사
깬지깨이,명사
깰머리,명사
깰힘,명사
깽끼,명사
깽단,명사
깽대기,명사
깽마구,명사
깽마깨이,명사
깽매이,명사
깽비리,명사
깽새,명사
깽수,명사
깽이,명사
깽자리,명사
